Serial/Lot Number;Product;Ownership;Integration Source ID Account;Account;Location WM;Location;Warranty Start Date;Status;Región;Modelo 3
800034547;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034574;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034592;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034917;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034918;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034944;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034946;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034969;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800034999;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035001;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035029;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035032;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035043;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035050;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035051;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035052;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035068;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035074;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035078;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035085;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035087;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035092;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035095;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035096;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035115;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035135;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035138;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035148;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035152;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035165;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035173;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035181;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035187;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035188;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035189;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035190;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035194;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035195;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035204;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035212;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035219;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035224;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035229;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035232;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
800035262;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;GW
135070137;80203UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
346180020;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
521700001;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940001;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940002;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940006;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940007;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940008;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940009;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
524940010;80223UNS02-32 - ALARIS GATEWAY WORKSTATION;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
570002118;9003TIG01-G - ALARIS VP Plus GUARDRAILS Pump;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570003254;9003TIG01-G - ALARIS VP Plus GUARDRAILS Pump;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570004820;9003TIG01-G - ALARIS VP Plus GUARDRAILS Pump;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570004837;9003TIG01-G - ALARIS VP Plus GUARDRAILS Pump;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570007093;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570008327;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570008346;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570008410;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570010278;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570010280;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570010282;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570012771;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570013414;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570017005;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019218;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019248;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019321;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019409;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019439;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019506;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019522;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570019695;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570023296;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570023303;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
570023367;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;VP  
V102331;999-600ES - BG323 Color Vision Multi-therapy;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Inactive;Lerida;323 CV
V102797;999-600ES - BG323 Color Vision Multi-therapy;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Inactive;Lerida;323 CV
V102799;999-600ES - BG323 Color Vision Multi-therapy;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Inactive;Lerida;323 CV
V103923;999-600ES - BG323 Color Vision Multi-therapy;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Inactive;Lerida;323 CV
V104004;999-600ES - BG323 Color Vision Multi-therapy;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Inactive;Lerida;323 CV
V104486;999-600ES - BG323 Color Vision Multi-therapy;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Inactive;Lerida;323 CV
V531917;999-603BDES - BD BG (BG323);BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323
V531918;999-603BDES - BD BG (BG323);BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323
V531951;999-603BDES - BD BG (BG323);BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323
V134970;999-603ES - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
V135161;999-603ES - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
V511614;999-603NL - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
V512151;999-603NL - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
V512248;999-603NL - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
V512324;999-603NL - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
V512327;999-603NL - BG323CV 3rd edition;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;323 CV
T67467;999-903ES - BD BG DUO;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;DUO
T67543;999-903ES - BD BG DUO;BD;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;DUO
135033855;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033856;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033858;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033860;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033862;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033864;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033866;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
135033869;80203UNS03-52 - ALARIS GATEWAY WORKSTATION;Customer;150002413-001;HOSPITAL UNI ARNAU DE VILANOVA;150002413-007;HOSPITAL UNI ARNAU DE VILANOVA;;Installed;Lerida;AGW
800113495;80013UN01 - ALARIS® GS UNIVERSAL+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;GS 
800113499;80013UN01 - ALARIS® GS UNIVERSAL+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;GS 
800113509;80013UN01 - ALARIS® GS UNIVERSAL+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;GS 
135044067;8002ENT01 - ALARIS ENTERAL;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;Enteral
270004203;8002TIG01-G - Alaris GH Plus Guardrails Syringe Pump;BD;050008391-001;AMCURE GMBH;150001651-053;HOSPITAL VALL D'HEBRON;;Installed;Barcelona;GH 
270004204;8002TIG01-G - Alaris GH Plus Guardrails Syringe Pump;BD;050008391-001;AMCURE GMBH;150001651-053;HOSPITAL VALL D'HEBRON;;Installed;Barcelona;GH 
270056969;8002TIG03-G - ALARIS GH-G PLUS SYRINGE PUMP;BD;150005252-001;PLEDPHARMA AB;150001651-053;HOSPITAL VALL D'HEBRON;;Installed;Barcelona;GH 
800314896;80033UND1 - ALARIS® CC UNIVERSAL DEDIC+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800336002;80033UND1 - ALARIS® CC UNIVERSAL DEDIC+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800336256;80033UND1 - ALARIS® CC UNIVERSAL DEDIC+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800336954;80033UND1 - ALARIS® CC UNIVERSAL DEDIC+RS232;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800305052;80033UND1-U - ASENA CC UNIVERSAL+RS232-USED;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800305076;80033UND1-U - ASENA CC UNIVERSAL+RS232-USED;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800305099;80033UND1-U - ASENA CC UNIVERSAL+RS232-USED;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800305221;80033UND1-U - ASENA CC UNIVERSAL+RS232-USED;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800305246;80033UND1-U - ASENA CC UNIVERSAL+RS232-USED;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
800305247;80033UND1-U - ASENA CC UNIVERSAL+RS232-USED;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
135165269;8003MED01-G - ALARIS CC PLUS WITH GUARDRAILS;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
135166797;8003MED01-G - ALARIS CC PLUS WITH GUARDRAILS;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
135166826;8003MED01-G - ALARIS CC PLUS WITH GUARDRAILS;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
135166827;8003MED01-G - ALARIS CC PLUS WITH GUARDRAILS;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
135166834;8003MED01-G - ALARIS CC PLUS WITH GUARDRAILS;BD;150001651-001;HOSPITAL VALL D'HEBRON;150001651-053;HOSPITAL VALL D'HEBRON;;Inactive;Barcelona;CC  
