Serial/Lot Number;Product;Ownership;Integration Source ID Account;Account;Location WM;Location;Warranty Start Date;Status;Región;Modelo 3
502105630;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-04-01;Installed;Barcelona;PK
502127124;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2022-12-06;Installed;Barcelona;PK
502127126;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2022-12-06;Installed;Barcelona;PK
502127127;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2022-12-06;Installed;Barcelona;PK
502127134;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2022-12-06;Installed;Barcelona;PK
135277523;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135277560;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135281384;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135281400;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135281405;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135281414;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135281415;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
135281419;9002MED01 - ALARIS GP PLUS;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2015-01-09;Installed;Barcelona;GP 
470008664;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Installed;Barcelona;GP 
470008700;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Inactive;Barcelona;GP 
470008736;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-12;Installed;Barcelona;GP 
470008954;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Installed;Barcelona;GP 
470009077;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Inactive;Barcelona;GP 
470009285;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Installed;Barcelona;GP 
470009398;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Installed;Barcelona;GP 
470009407;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Inactive;Barcelona;GP 
470009635;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-07-08;Inactive;Barcelona;GP 
470012220;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-12-16;Installed;Barcelona;GP 
470012450;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2016-12-16;Installed;Barcelona;GP 
470024051;9002TIG01-G - ALARIS GP Plus GUARDRAILS Pump;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2018-03-07;Installed;Barcelona;GP 
470031514;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2019-01-31;Installed;Barcelona;GP 
470038311;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-03-17;Inactive;Barcelona;GP 
470038474;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-03-17;Installed;Barcelona;GP 
470038562;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-03-17;Installed;Barcelona;GP 
470038568;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-03-17;Installed;Barcelona;GP 
470038583;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-03-17;Installed;Barcelona;GP 
470058310;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-12-16;Installed;Barcelona;GP 
470058325;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-12-16;Installed;Barcelona;GP 
470059940;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-12-18;Installed;Barcelona;GP 
470059947;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2020-12-18;Installed;Barcelona;GP 
470063547;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-05-25;Installed;Barcelona;GP 
470063553;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-05-25;Installed;Barcelona;GP 
470065755;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065764;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065766;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065767;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065770;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065774;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065775;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065786;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065787;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065788;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065789;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065790;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065793;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065796;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
470065797;9002TIG03-G - ALARIS GP PLUS GUARDRAILS PUMP;BD;150004144-001;BADALONA SERV ASSISTENCIALS SA;150004144-003;BADALONA SERV ASSISTENCIALS SA;2021-07-19;Installed;Barcelona;GP 
502107715;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-017;CENTRO DE DIA VALENCIA;2021-06-25;Installed;Valencia;PK
502107734;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-017;CENTRO DE DIA VALENCIA;2021-06-25;Installed;Valencia;PK
502127076;8005TIG03 - Alaris PK Plus MK4 Syringe Pump;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-017;CENTRO DE DIA VALENCIA;2022-11-15;Installed;Valencia;PK
T74312;999-903ES - BD BG DUO;BD;150174100-001;GENERALITAT VALENCIANA;150174100-002;CENTRO ESPECIALIDADES EL GRAO;2020-03-20;Installed;Valencia;DUO
370024671;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024672;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024673;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024674;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024675;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024676;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024677;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024678;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024679;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370024680;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-22;Installed;Barcelona;CC  
370025016;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025047;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025063;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025065;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025069;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025074;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025078;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025081;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025089;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025095;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025096;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Inactive;Barcelona;CC  
370025533;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025536;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025537;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025538;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025539;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
370025540;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-08-23;Installed;Barcelona;CC  
316500013;80300UNS02-30 - ALARIS GATEWAY WORKSTATION;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-01;Inactive;Barcelona;AGW
316500015;80300UNS02-30 - ALARIS GATEWAY WORKSTATION;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-01;Inactive;Barcelona;AGW
316500017;80300UNS02-30 - ALARIS GATEWAY WORKSTATION;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-01;Inactive;Barcelona;AGW
316500018;80300UNS02-30 - ALARIS GATEWAY WORKSTATION;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-01;Inactive;Barcelona;AGW
316500020;80300UNS02-30 - ALARIS GATEWAY WORKSTATION;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-01;Inactive;Barcelona;AGW
570006838;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006840;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006841;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006844;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006845;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006846;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006849;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006851;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006853;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006854;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
570006855;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150002530-001;CENTRO GENERAL CONSORCI DE GESTI;2018-06-25;Installed;Barcelona;VP  
800037984;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004551-001;CLINICA NTRA SRA DE GUADALUPE;150004551-002;CLINICA NTRA SRA DE GUADALUPE;2023-11-08;Installed;Barcelona;GW
800037992;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004551-001;CLINICA NTRA SRA DE GUADALUPE;150004551-002;CLINICA NTRA SRA DE GUADALUPE;2023-11-08;Installed;Barcelona;GW
800037993;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004551-001;CLINICA NTRA SRA DE GUADALUPE;150004551-002;CLINICA NTRA SRA DE GUADALUPE;2023-11-08;Installed;Barcelona;GW
800037999;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004551-001;CLINICA NTRA SRA DE GUADALUPE;150004551-002;CLINICA NTRA SRA DE GUADALUPE;2023-11-08;Installed;Barcelona;GW
135207051;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-03-18;Inactive;Barcelona;GW
135211968;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
135211973;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
135212005;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
135212007;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
135212018;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
135212038;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-25;Inactive;Barcelona;GW
135212041;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
135212047;25042ESD1 - ALARIS® GW 240V SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2014-04-09;Inactive;Barcelona;GW
800037985;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037986;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037987;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037988;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037989;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037990;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037991;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037994;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
800037995;800TIG2ESD1 - ALARIS GW 800 SPANISH DEDIC;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2023-11-08;Installed;Barcelona;GW
V101949;999-620ES - BG575 Color Vision IV PCA;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-12-29;Inactive;Barcelona;575 CV
